director_key,director_name
5599d64cd39e53d17a6fe88475a71983,"Mark Dennis, Ben Foster"
1dc27cd243d6b5be0e34315bd30f3ca9,Şenol Sönmez
840034ba1a00dc91a63017ad4cabaecc,Devika Bhagat
544b959c5c628a048606ed4dc96bb049,Handan İpekçi
6e0f920b7cd8f6a847998ca6bc2e0117,"Priyadarshan, Kookie V. Gulati"
f540c0b85d9eddfaebd6d208558de9f1,Eduardo Roy Jr.
d46a4a6ab202b54a6d53dcd7e369fef4,Clovis Cornillac
0a3215125e5a61c4eae6a0e5acabcb74,Mandeep Kumar
dac872e843feecb3ce5b4b1ec99e45c0,Niyi Akinmolayan
b39d631affdeadac4d34729f81bc7b7c,James Redford
49b8d840d7b04378c5bfdb11f0aae6fb,Mark Sloper
0d2f3d82a4f1ed04cd6db96195158578,Gabriela García Rivas
cbddac4eccfd5b376d8498b478589a75,Edwin
796a2e6d78bd50ead04c54a7d2b865bc,Shaad Ali
e897a3d2aaa96d20cda97ee22fc50e65,Curtis Graham
c435b6dbdd2bb7a2f323851bb66b1669,Teo Konuralp
85dde38eaf5fb889fc40c95697ba6d13,Swapna Waghmare Joshi
5c8b9effe852b6e0012cb683ea09f34e,Akshay Akkineni
d5d38cf6251be4469eb45a6155a56708,Nizar Shafi
5c6910fd7115722b33789d84b0bb69c8,Jay Surridge
fac1fe9d98ba805db016388aa6f70607,Mike Wiluan
b3dfe5ccc0aa3c5986d66ffa5893a675,Han Yan
9a7206b5d763e4148d2e00107f39a49d,David Moreton
838f3a6bf25b09801f8b0eeae9a8dfd4,Shirley Frimpong-Manso
6c57506b045bb41c97ce2c8b8f240cc7,Atul Malhotra
ae340f92fc9fbc8ff86288c1eec09d2d,Fernando Colomo
84f3c9867efd5cd27d026eb9f2975fd5,Vicente Villanueva
09fb79def3c5c9995ec7471d2bd9d245,Camille Shooshani
c3d7c80facaead4d3547061585b245ae,Nancy Schwartzman
dac674fa2153de4166207cdda4a609aa,"Gervasio Iglesias, Alexis Morante"
4c44b0430c703d0e29774175578e24bd,Stephen Kijak
bf235e3e517a6308d81dca56fdcd34eb,Barbara Kopple
89955a76afb6e98a743a066053951ad1,René Pérez Joglar
e347c11e040f505a88b90bac1870e12b,Prentice Penny
7b79fa4556f9933fec8f3df8f4092a0f,"Mark Columbus, Lauren Hoekstra, Sarah Kruchowski, Ryan Moody, Simon Savelyev, Vanita Shastry, Shadae Lamar Smith, Jeremy David White"
07e28f28e375ab2d9da08b1e36a23655,Philipp Eichholtz
78535e95d5cabd5f6a7300862f0ef574,Rahat Kazmi
aaf85a655e108436d3c00f186e17c3ec,Sam Upton
7c4c047f5adc64029105a0dadeea9b11,Sylvie Verheyde
693836865c18a8a5df31a96f21828370,Akhigbe Ilozobhie
79b22c1577a1da4023643be00bf9ae38,Zak Hilditch
e4aa3cff8019d17cfd0220e73a2751f1,Frederick Cipoletti
90d78461ccd59e15f9f732c6c284ba5c,Bobby Roth
b985a200e56aebc566f5c2421779ec28,Tony Elliott
1c0f6866836cfea4ba0368ccdc732255,Alex Timbers
ce557b745475ee4925acfa835e58c0bf,Fumihiko Sori
f38312dca89647edc6ab6f3c8ed55a71,Rudy Soedjarwo
33d446d065a08bba25856bfb8bfbc70d,Hadrah Daeng Ratu
85ad34e54adf770dcb465f2b23d9759d,Mike Rossiter
eda226e65bdc3d3379bfa8d46c35e84f,Marina Willer
6b72b2332c9fccc41fb85cb7a6f937fa,Norihisa Hiranuma
48200f2a237c2a649611b2ca2791b80e,Svetlana Cvetko
f3d3480b3243ef840556b371d132a16a,Samir Karnik
7bd1756aa2756f879118e9fa33e6585e,Sidheswar Shukla
adc6f053ef7f9f2069df1a1949209f34,"Rajiv Chilaka, Owll Mina"
ff4f3d2de9328dd377ea563adec0b219,Mel Stuart
93777fc2da6d526b354601eab09e6f5a,Richard Brooks
3efa348dbaa295dde39a1cd1ffa292e3,Jerry Rothwell
2102ea84ec3d7b930d09cedeaa3bc431,Brett Whitcomb
6bbd43b037e7da5322da6319096fde7b,Steve Carr
a92489980cb17d4529cb061632eec118,David Feiss
989ed2cabdf8366d339bd5f001df5a4e,Sergio Pablos
d9db3ef898bea7f395c1254466e6a2e4,Robert Krantz
37af089ee222e8b4c5e525ed5ba3045a,Gary David Goldberg
38e54ba52de724eea511d6b8ed438ce5,Martin Campbell
77e830dafdb8c4107f1da0a60ccbd1ab,Karyn Kusama
792638d36b456813af254904fd8bc17a,Alfons Adetuyi
2f55818285d89b00555259eeafc48d4d,Ivan Reitman
ccd46fe702c11198bad3fe35fb9bca5a,Jeff Orlowski
2d7340fe5b38a62e45f6cd4c429b8a6c,Kristine Stolakis
21f33bfb23671ee4aa55ff584eafcc14,Andrew Slater
3130fbcbfdffe9af1d2f8e2295192229,Brandon Dickerson
ab4cf4c92d9b338cfab68c50de875440,Ricardo de Montreuil
49cc45898ac98c32f0fc44a7273b1e01,David Gordon Green
283e62f4f9745705ad51fe3a725da8cf,Drake Doremus
42de9a781cae711c12b0a51a83d2a093,Paul Haggis
1f9b6fa222e23f80d57b468dc91a9257,Jeffrey Nachmanoff
b19086bf524ca5a1df981ced2884d001,Chia-Liang Liu
3a09d2b9a5d82e82a29a851240222b58,John Dahl
c74d69c379ea50ddb9604eec3a313e44,Robert Aldrich
a9d88f92f3bd413475ac150672809412,Grant Heslov
219373d80a491833e82ab6bf1190d3b7,Mark Helfrich
c456694b0b6fb0deeadea68bafcf8db2,Caradog W. James
de72910bec96c85028c66deefe6b1eb8,Wong Jing
004db82577342e139669303d49667111,Atlee Kumar
a6182b16efe7deab674bc47ed3d0f47f,Feng Xiaogang
c07c9497f957194f160a9850c66d7b8b,Hardik Mehta
0f94c3de20b53b3b05316410de97625f,Lars Büchel
aed4c69752dfdbf6a8f0dd28b1b83c80,Shamzu Zayba
6d59e995bdae887aceec257b66e65acf,Hassan AbdulSalam
9f38b6599ae73855af5446f81dce8269,Svati Chakravarty Bhatkal
285af9df58a3baec7f4f4561aa2ad35c,"John Mikulak, Joshua Brown"
0ba13a333e7f7068a9628554ccf54adb,Phanindra Narsetti
59a987ae2140b2015168504d0a7b4471,"Nana Ekvtimishvili, Simon Gross"
ba7189eb39f460bff5e4072a7588aac4,Amit Rai
61ce5b0a8eeabe8f5cb36dd3941619b2,Naresh Saigal
3c4f6b573b487a873a28603463b8101b,Santwana Bardoloi
09dbc07814b74db3d333dcef0e3096e2,"Kenzo Maihara, Amandha Wyanto"
bca8968fc3633ecec7ef3f32ab920740,Bradley Walsh
c00f54e7f915e40ee12241d916ece4e8,"Keiichi Sato, Yasushi Kawamura"
1b8da4c3b1fb5d936a11bf69a84d2eac,Guillaume Pierret
5b7cc6c42c2ab2dec5edb628d4a13e98,Patryk Vega
d01ea4c814f497c3942426dd56838039,Yang Lei
4d4ae678b0c87bec5a098c62396698df,Craig Johnson
e820b6243c86e222fcfceb6d723904df,Benson Lee
9107a07e0485927ac0665dd6b953a0e6,Jenée LaMarque
176bf2a87cd2d367d047453fd8f4ddae,Marcos Bucay
a147a5e4148ffb46c969f9de9f67d18d,Stefano Mordini
c1fea98a2881f5327298239eec3709b4,Harshavardhan Kulkarni
986cb6b49646fef3809e8cbaacf37c65,Charneice Fox
477aad1f928d82cf2db90bf0c6259fd2,Paul Solet
03ee50272c261501deabe8869606dd47,Donick Cary
074485b80948a7304aa0256f6bb3abc8,Tony Zierra
5bb73b0fec26bcd238056d8ef29e8c59,Chris Moukarbel
a904b00234813a61e1e5cdd97fc2d5ed,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani"
2e3a14e518c55fee8ec5c70d56a93d2d,Shanawaz Nellikunnil
b6187179d37667f5af23b0d64955743f,Geetu Mohandas
15b37b67aef3f386d734e4eefca0e419,Mads Matthiesen
e2d85e5812017758cf3d248561809f02,Stephen S. Campanelli
a3db7435fb089f66fa42ee94ce30d3d4,Lô Politi
c024ed97f0b6e02a436ab4bc2eccded0,Randa Chahal Sabbag
aa2c4a9637643ff86dec85b0b6af4754,Matthew Ross
5516514d9e297564cb56a7513e764d2f,Jordan Ross
c3f6ce0d6c5ab68a5a9371900b191730,"Kevin McManus, Matthew McManus"
ac2db0d13b5a6a4025a44e0b27c2e12a,David Guy Levy
853a7d9e1d36d2db1e991570cbb4e79b,Francisco D'Eufemia
30978ba16653389564535ec79295e7e2,Juani Libonatti
5d47509a5e9af495f26fd06963362526,Mario Rouleau
95cc11c078cad7589b4bef4c06767f56,Rhys Thomas
7741cda2e9041cb985613f18865f8dc4,"Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum"
e0cd016733a4a3b515714e0eccbddfdc,Tom Barton-Humphreys
a058b2fc61d81625972fc487ec1a91f6,Roman White
81c225755dc9a165273aee0e06ecf4ec,Genevieve Nnaji
8a8f4f1de4ac1d54c88cdf12f8920df6,Umesh Bist
88c719b8cd771e68fa8b4084076e0e0f,Fuwad Khan
aa1bb8e9f30cd38d5fab5556fbd60750,Habib Faisal
db53955816a0ab7e1bbef989ce4062a6,Jonathan Clay
3920915558b7a07459772967a5dd1907,"John Hoffman, Nanfu Wang"
b98e5d013bc6860e7c906d6d6ca900a1,Dan Krauss
94b817a538cb598773665129edd2224d,Ben Ryder
f70d8ca4eb9e9d9e74e81a6c7a1649fe,Trisha Ziff
471ef2e5f647d9c01b2c417b9be485c8,Eric Juhola
3bcbb7e77c7564b48ae4a1578647ae22,Arthur Allan Seidelman
5ca6655b1e5d1613f1a18022930bb91e,Jijo Pancode
e0388c43b17578e93094c9572efadaed,Avgousta Zourelidi
d88046c06856ed79d7cd33424c9937a4,William Lau
c091c49ea8ba1b94e82323629122f7f6,Steve Sacks
75f864baed52920410b891e903df7476,"Steve Ball, Andrew Duncan"
d8f2f3fa7419271429d6ee69714c287a,Prakash Satam
3f835aa099f5b2244642ddbc8e561bc4,Mark A.Z. Dippé
0e77129b708de37d2ef17f591af941ec,Luis Javier M. Henaine
3429d03ccc4aabc3f7db8c368e844096,Jeffrey C. Bell
ca59ec650b8f7d6f0502ca61613323e7,Anurag Kashyap
0f33c76d493ffe7a6cf862200fa5db95,Kevan Peterson
ccf94370c7ef4df34ed27fbbd8dad71b,Christian De Vita
b476729df21bdde46f1491f990b6b8e5,Clark Johnson
0cca18ed17bbe973f834f31146779936,Andy Serkis
de167516e9ce2d6969539b385d899dbd,Phillip Noyce
d175f6af7e59923a1048b7e5ec0de4e3,Charles Stone III
a050d0a3fa1670c1576885bd80b8d778,Chris Foggin
e9e966db539d5b074b989c84571beadb,Mike Binder
dcc98f7b071f4c634013614716216440,"Lilly Wachowski, Lana Wachowski, Tom Tykwer"
a7ea7de7c7b24372edf64879c6ee12db,Ilya Naishuller
1a97bf65be02453aaf586db7c6cb93ae,"Albert Hughes, Allen Hughes"
2b6ada125ccbcfea6fcf9d27b12dfac3,Rob W. King
6874c991408715d5ff03c6830bcc85e6,Armando Iannucci
6ad62ba8e437437e19bf393498ae72d5,Noah Baumbach
b6a75161a3f6dbcb251db060e61e3977,Victor Levin
5a7537d312e5cd6060f39143a07e639b,Matthew Heineman
a79f3e72c7613c9888a1f8ab1edc7c01,Chad Hartigan
67dc3cd23ea7f867d1ecda3980c724fd,Will Forbes
861ac3564d8b08f6f976dc7678df5f5d,Bryan Bertino
3fa96acb41c599bd9abbcf503b34c13e,Anthony D'Souza
b46bee579faccf99264678f62b5acb50,Farah Khan
66c9b8820e0832ab15a03d0a994b5792,Yuen Woo-ping
f02c235fc3ef662d422dfd674417d175,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla"
dfa58417482d265d167c47ca8c80bbe8,Inas El-Degheidy
1906efe10c6fca75c216c35c8db0caec,Houssam El-Din Mustafa
07d9b7273473f96fafb1c497b8100b52,Renzil D'Silva
ff3728243ce7b70d43d6147528350c91,Shanavas K. Bavakutty
51d32db1c57d01bc5b50fcda8d6ae0cb,"Fabrizio Copano, Augusto Matte"
35b7f8904681e9eccb68c00733b75407,Ahmad El-Badri
3cc9748e1f49cd1e3823cc5422957d3e,Anand Tiwari
8aafc04625b59b9d8f2b2b62200e0f5c,"Stephanie Soechtig, Jeremy Seifert"
e4d1e0ec1d4123a78b3a1f9f6f519a3d,Selçuk Metin
cbff2474d7b1e1de42b649c609a35140,"David Morris, Jacqui Morris"
3499551c8cdb51d13f4e0de9b54779d8,John Edginton
c175b81d1f1b2e09a7b8e0db6e8c756d,B. T Thomas
784e11b5037982012bf387f0f40859e8,Rana Ranbir
279bc09241ac489c50ff8ced2a64d380,Leena Yadav
e9b0db81fd1281c3d69f19092c1a5241,Sunil Soraya
a54ff6ab530a6644dd9f8abea7f53d8f,Ananda Krishnan
3c767f9478f331d199fd34c99f310817,Jason Bourque
38b81bd2fd87a4e1fe38cdf4a86d8d70,Brian Volk-Weiss
c4b0966cbd6c797f0c32703a0e416a4d,Richard Rich
f2a7ec185a9965179258df98926e8d2c,"Chanon Yingyong, Phuwanit Pholdee"
e4fcbd21a30d8d6005ef61a774ddc985,"Grant S. Johnson, Ippsie Jones"
c689cef8dddf4c78b741bd83d3e640c1,"Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman, Robiul Alam Robi, Golam Kibria Farooki, Mir Mukarram Hossain, Tanvir Ahsan, Mahmudul Islam, Abdullah Al Noor, Krishnendu Chattopadhyay, Syed Saleh Ahmed Sobhan"
fe655f5abca45d211c7faa21a559df84,Gerardo Gatica
8040be8a8f46816a9a46815760e099a2,"Mike Smith, John Paul Tremblay, Robb Wells"
4eb215b14b9691055f8b4c6e2c19c488,DJ Chen
a8672e7cb742a9c8496eafe33d16de4e,Sion Sono
e3fab307087a0468ea76f4235fbb72e7,Tom Donahue
f5ee7d38a8ef1b3b9c0d4f975b684c43,Shawn Rech
9cb7bc1c5b859933b77680dc9d613483,"Drea Cooper, Zackary Canepari"
60759d0dbf8b570916cb655a264d3d4b,Cosmo Feilding-Mellen
ed2747db3bb8a801254cbeb5e538b2c9,"Paul Taublieb, Jon Freeman"
6df4808a348fdf6cd6c1c783a11e288d,Nick Davis
47eef8e058ee06d6aa9ef4162479d4f2,Nora Fingscheidt
54a5b1f3d606c99274e1f418d923e191,K. Rajagopal
6dd8ceaff2e45026dae87e4c97881459,"Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mukherjee, Rajshree Ojha, Raja Sen, Abhinav Shiv Tiwari, Suparn Verma"
302c9bd729b43714bfa9bb1b879030e1,"Sedat Kirtan, Kubilay Sarikaya"
f5ef4f193003ae4ed8834b25608a5e22,Katherine Brooks
f12749736741296d2681db645d3f24ce,Aruna Raje
f37375a6f7907d1119e293777b25f87f,Jorge Hernandez Aldana
1dea0c516b1ff460dd2cc823739c9a4c,Jorge Michel Grau
848182a8d3726b707a49020684991f47,Zoe Berriatúa
08b02d225f963ca43a49a0cdb362b1ec,Luis Alejandro Pérez
f665254d2b52169230a17ddec56c2bfc,Hannes Stöhr
896b59b349e4b01a80aa1fc5a7ac3f0c,Neil Triffett
dbca52d98253e923cebb0c8ff58db63e,Ramsey Nouah
a466ca3c291c4766717fa8ef1cfa5ca0,Tudor Giurgiu
681b22cb4f09744dc9f2b5b557bbaa36,Majid Al Ansari
710f58092e728fdcea32b0ebd8feb95e,Stephanie Laing
866e8edd133bb3d618da8a37ae67a6d4,Clay Porter
604f49918a427ed688f80f7a38364600,Naseef Yusuf Izuddin
c176ff869c5b1c392f3447cd7bc146be,Rachit Kusonkoonsiri
78e3dc4f26ec3eeb181cbf14bb660d9c,Page Hurwitz
226da159f93b826c0c1efe74493bcbc3,Robb Dipple
e91af05f92edbaa3579cef5c2aa577c0,Halder Gomes
3ae69dd93fed524b136ce7c30c035920,Scott L. Montoya
e6daa7e4ec78caf9097b613a8ae30f1a,Wyatt Cenac
1e681a93da1cad68697b1a055d336bc5,David Yarovesky
58404bb88604ed14cd699e63ab20140a,Paakhi Tyrewala
d7c3271f138784aa11ba06d507d1783a,Osman Ali
01eb6e11a20f490c4a25ac7643ae6694,Greg Whiteley
8a7807e5f1a02b0de85cd9934ba29683,Kasia Uscinska
702d12f330a8bb3d3b035767c16a65e6,Daniel Wilner
06dedbc76801f94f14cdefca8667426f,Rudradeep Bhattacharjee
099c05a78ced4b73f01d546d8add6b13,Marla M. Ancheta
e0e8c4f34207c5d27375738552aca36b,Veronica Velasco
8839568c46fa86765041b0ae8408ea7b,"Andrew Duncan, Ken Cunningham"
e4c7c8044f3395b16cad0ff030cfeea3,Josh Wakely
65cfb9a596b0ac6fcbe321ecd87c7ec8,"Rajiv Chilaka, Binayak Das"
6184a89ad317cd8360914b1cbd2436b2,Einar Gabbassov
1cd54bc07f2a3f51dd0e11974b767baa,Geoff Anderson
bf6dbe210fb20591da48b8173d1cee78,Jeremy Saulnier
7969f2ce6e2fcc03ad314dad43c24435,"Justin Bare, Matthew Miele"
2f1905d3261318435bdcb7fe8cac1ae7,Felix Thompson
44e94664ec89cb7fdf9603174f39e5a1,Oliver Daly
17c084fa7c1c81c3b25cc49f412870b5,"Frank Oz, Jim Henson"
63479b791025e2c11ff1eddcde8e704c,Chris Columbus
acd8474529e2ef4c179c636c0a78bbbb,Thor Freudenthal
fc7a52943ae61d9a3a44275ab8858ee1,Brad Peyton
4f1544ff45f23555158f3d74e5a9de88,"Blake Harris, Chris Bouchard"
adf20cecb1488ae841ba5f55c2c347e2,Roger Donaldson
1ef42d9040f1ec2a62ce35e153de48d5,Jonathan Liebesman
933142c048233698162a2796f5e41f8f,Dan Harris
03537c13acc8a689b69e3d87d3046f5b,Joel Hopkins
b52770e39cdb1c7de5e689f8dfc6efa9,Oz Rodriguez
b2b51ce92a7aca4ddbaba72eb1004499,Adriana Trigiani
1c6ccecea2586d1b69c263ac914cbf98,"Harry Elfont, Deborah Kaplan"
6b9a4a02ba2ce01ae812acd6d29b1f87,Gilles Paquet-Brenner
e0a3183d2ae3d2095092ae279c153eeb,Ernie Barbarash
e3107edd52a9f3adb21a1189dd46754f,Ridley Scott
4370b9ba3c8e7660637f42f616988f2f,Cheh Chang
5b908fbf8be3670501e48a5e112b408d,Jean-François Richet
66ef29b58801f04fe2aa29fdb06c03fe,Nicolas Winding Refn
efd649598b9e5a98b077531e7789c036,Aaron Sorkin
16fbd72714f05a4bef0f377d477bc905,Liz Garbus
41acf0f0b77e4dd96c3d9892a003e390,Destin Daniel Cretton
933f4ea0eb509adc1986d501f5bc6b09,Max Joseph
b6c6379fabdeb7db3a709bb4aef990e0,Cristi Puiu
316bd266f62c02a20cc27c6b083fa4ee,Luis Mandoki
6c5d51e818206261e9b275704b6b5e4a,Eric Bress
88f2884c11040ffa9056fda910394d58,Don Mancini
75725ff7c0ada58afbbcb00a68028ae2,Will Canon
eb98d0ae8c49a6485403f8d312d495da,Travis Zariwny
debcf0fad5000dfea737448070816c15,"Zeek Earl, Christopher Caldwell"
7328a2b72d8c83cfdfbf276a182de7be,Robert Townsend
256480e38e299b9467ddebc744e689f1,Wael Ihsan
db8c7a4836d89b0800b9c39178f233bd,Joyce Bernal
4c56db3aef3cf11fae3a89494e23a7f0,Tigmanshu Dhulia
af500f48bc1a91a24a934d2bede52407,Remo D'Souza
414a3991034869f0eaa7784e582fcec7,Nila Madhab Panda
551d656fc3d04a0b5bb6bbbcdecb18e4,Delhiprasad Deenadayalan
da9daead1bc06ff0c34f8f61a0cd9f80,Gagan Puri
1e94d9cc119bb8e8f37bdfe7d5710e85,BB Sasore
7f6a4515fd6dbad6a2e2c9aeab5cf48d,Gerry Blaksley
9a8d1e7af7208111c28f1dd0580b5dce,Guntur Soeharjanto
b4ceec4cf4d9df88d08cb886723909ad,Najwa Najjar
d0a63c56a20d10538edf88b1b76bd12f,Dharmendra Suresh Desai
6b51e4ed14acc9dbfda900b703467088,Vibhu Virender Puri
cb118a69b97a95fcd292d55d432796ef,Soukarya Ghosal
d0581533980bdaae29dfa25dad142e11,Owen Egerton
e95edf6e81a1ec233d4e8aa9cf5ff481,Rathindran R Prasad
36a141cea3f66c63455ee4d1be53d3d5,JP Habac
0a60299e6135b5425524e0fbdcd38d1e,Gregory Jacobs
36b2f8e2609f26aaaf891240fa818e4a,Marty Callner
675237f3c17190ee69516cda66cc7204,David Paul Meyer
1cfb72b1e38abb7c36554e3efca733a5,Peter Sullivan
36a2cbd6350f936efe31f839b4f12320,Greg Kohs
8887870fa01db9bbc67a932b0c7e8842,John Bridcut
0361213b999c062de357f844e09907c2,Manatsanun Phanlerdwongsakul
ce973615cb0d60644ba4c03505d87014,Partho Ghosh
7cebd7d853e3990101621b7ecd071b09,"Chris Roland, Maradona Dias Dos Santos"
cd7dff1cbc0026db9e57b4e70bfae6d5,Pedring A. Lopez
8b8b4dbc75ec1b9a18a09dd492814035,Michael Duggan
6b371f8af346c91a2406f96f72597bf7,Mark Murphy
aa83ab8f1907e172327446895f7af4e3,Lauren Miller Rogen
da7be94e502314cf63b278004e507e74,David Lee Miller
c5af43c5a88cf8acc5d2d9b4ebd12e2b,Nicole Holofcener
a4058a53bb06f24eaeffda21f15fb2a5,Puneet Khanna
8ee8cc6c98c846b6add61f6a806c4851,Maya Gallus
11404e35e870e8fff9f2247a07a74ed4,Asri Bendacha
f49efe6d1dd29cd2799f002e9e1d56f1,Luis Ara
b60159d39b4b6ff6faa8d0e54799a920,Amy Segal
35b1b6b975a3fbba3415773b7660b8d7,Lori Kaye
ea29a7649c60f91d0437f81c0f2868e2,Jon Greenhalgh
6dbfa612d961764b6e3acc9e08e8a155,Tim Rouhana
7f8eff643e1752f9fdfc32d6a599728e,Marti Noxon
f2b51c5af916cd4273e1c13cd0196bce,Elizabeth Wood
9c75d6abd15f03589cef477f00084158,Aditya Kripalani
01e2ed9d98981ede99b32f95f15564e6,Soumitra Ranade
db49d8b8a84ce6f26e8b86f7146cfc10,Álvaro Delgado-Aparicio L.
1673f298c2fc006836835ba69182f656,Ivona Juka
a98617217fa1c37f8f1fa7c6565c73b1,Neil Armfield
f7afbbc4c419c52999685b8faa2cfc0a,Tosin Coker
d871d2ac3d36ca2bcd13326ffdf4f1be,Martin Hodara
70a4726bed58c82d6ef9767d909a5722,Keerthi
fff58c03b9348093aef6918477a6b194,Drew Casson
463b2db529e6d4027492bab09adcfc80,Gabriel Grieco
fe22bb17bfc890e4419b20dec59c891c,Cheang Pou Soi
6d1283c97043cd57b1c94c194d5b7aba,David Schalko
a0e2d735e8323750a8134da090593add,"Srijit Mukherji, Vasan Bala, Abhishek Chaubey"
1bc896414912cb099f90dcce573276ca,Alik Sakharov
826d1d1a3bfadbbf27106e3f944b865a,Ally Pankiw
c8158e1447deb89341520b55dbf2035a,Pablo Faro
600ea235bbe22fd7311ff92cafa7d2c2,Takuya Igarashi
412dea1c9844105679f16b6d7bbc973e,Raj B. Shetty
16e2e79ecafd8cc44c77e278484ccbe1,Sibusiso Khuzwayo
f56e9763ea57ce251f2f1c216c4073b2,"Célia Catunda, Kiko Mistrorigo, Rodrigo Eba"
d7bd3305c6489d4a9afe2a78db5eccd2,Thomas Astruc
ba3ab8ae1a3640ebe7a7f8f38c9b0dcf,"Igor Kovalyov, Norton Virgien"
195bbabfee7a82785008636cd36190ee,Juan Pablo Buscarini
586b6aecc97c0f44cf9287ae6411dbe1,Robert Altman
acbcb5544393e54729393fdd2cfe946b,Brian Levant
700ca3cebfc310524c9e7755e47ebb25,Zack Snyder
07abb02942ecb4ada2d7544181b2d50e,Dallas Jenkins
ff6da71a3d7b5e383972f584f9a84986,James Ivory
19402e5a1d0602ffcbfb4dacfdfdc00a,"Benjamin Turner, Gabe Turner"
c945896390121c82679c088bac474b2f,Rob Cohen
c9d61ee7489a843cb77e6d6fdda28042,Curtis Hanson
8e16437632b2b2a6b80d683748ad7148,Frank Marshall
65a81e90739909abdcf0f963ca5893eb,Mark Herman
5602db76843694ea8024905b7b5a5969,Francis Ford Coppola
89f0daa0ccef9558ca5447a5b89b6288,Michael Martin
3a752f66f15c480b2e2fd2e4a3434c15,Trey Parker
cd65285c088ead52d6698e877a4bf696,Stanley Tong
2d5285ef99d4974a5d267d2bc7c4694d,Roel Reiné
b7c427c2efc452027d89af8d773a992b,Marianna Palka
641406d854a2de375ea7f2ebf3ab7a34,Eli Craig
420afc9f8b800e527e6c05fc6fc95b4a,Martin Lawrence
0cdfeecbfd62a4880f926197bac1eb15,"Leslye Davis, Catrin Einhorn"
3e238907663bdc0062d64d4919786b64,"Anna Boden, Ryan Fleck"
edd1aa7145ea4f8055a099971b439ede,Austin Stark
e39b680cef80e6f35ddb6c7a71e1961b,Brian Helgeland
12a657578d89e3ca4ef7c06b26417616,Jonathan Baker
0d6fdacfe01e40191ad3bfc1f16ef933,Amaan Khan
e79b36a3d509fd5240b7f9af8467448a,Emily Hagins
8a85dbecd55e20c5eebc8ba00dcf1ed5,"Frank Capra, John Huston, Hugh Stewart, Roy Boulting, Anthony Veiller"
8d3098ea082a5ee51ea37f7d1943a6a0,Juan Camilo Pinzon
770d3dfd81db15ab72c86dc914296d6a,Udai Singh Pawar
eeb031053b71fdfc54db800002a964e0,Priyadarshan
eebe670c18a121d69b4bb2f395866029,Steven Tsuchida
3945cbc4ecbe17862ec18f8d35f2ccc3,Joshua Rofé
e3d26a35e3d964a134eca3736f579467,Michael Margolis
76a9bb7301290c282889161cadb3b5d9,"David Tryhorn, Ben Nicholas"
0a3fe0a83bb552208006ab68a17c4f88,Sidharth Malhotra
e8853df5966e645c43c9940092440844,Harjit Singh
806a76431ba4a9b7d2d3aa0cf381ab6f,P.T. Kunju Muhammad
afb99363192068c39a3734208ec75cb4,Ganesh Kadam
766075928de24ebfb10e0bee14a57798,Moses Inwang
393f2b926fdcaef297390eabe88ea055,Maryo J. De los Reyes
985b7175123b81695be9d0d5a7e7c632,Franck Phelizon
afa3236555c7655dfe5b98e5270fa26a,Marcus Raboy
bebde99fb1c01e4adbd17e94e136c86e,Manny Rodriguez
b8910337a97275b8d2a5d467abcf808c,Avi Federgreen
c099e5421efbac466e033489c820ef17,Andreas Johnsen
3885f1f8fdae345ca5e64baa13048456,Vivek Wagh
9a2de57eab4983c3e667358a1a356244,Jesse Gustafson
9fff0cde205462b749cf1bb8d6513a9e,John Stockwell
6eb5fcd07b38c98d457619382513a4b7,Cem Yılmaz
0a4745c02756a29cfa7c489818051b47,Carey McKenzie
3b15a40b3bdc280148e4b71908ac1125,Julius R. Nasso
b9d4a4f7b70df4aaddefcaae613f47c9,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi"
768f69c8da67451e0ed704b4f06a3a51,Morgan Ingari
1e4b66cb17dc5ff6c1d39901d4b1cc07,Wojciech Marczewski
a6518805003e6c0bf04e23abaf03cc9c,Mir-Jean Bou Chaaya
0359e43e58ea019533af4eb5fdcc6c57,Matt Kugelman
38ba9d2d5569b02f1e34cd934b1a46fe,Jim Strouse
6c889e42901df36f04da5fb21bbb2450,Jun Lana
71acca41ecf29c1b242a2fd08b365839,"Katleho Ramaphakela, Rethabile Ramaphakela"
2e50525d616dcb638c1e3cf491bf633c,Peter Ho
9f2ab8907531a1dc68546f9088fb52b9,Matthew Cooke
73b6c029a4836cb1714edcc188197ea0,"Josh Izenberg, Wynn Padula"
5dd1e888efe44e7283a4d1754270dcd7,Dawn Porter
4265b797bcacb77e61e936c2d59ae759,Vikram Gandhi
8bfd88978a6ab0205faa4937678715bd,Terry Loane
0f4d5c388691edecc11ffbc85dd25a8d,"Wade Allain-Marcus, Jesse Allain-Marcus"
cd755edb111aee99257c1655bd1d4f01,Rakesh Ranjan Kumar
7534733b47af4c2d23316361a3b8d6c5,John Trengove
